id,value,location,sample date,measure
5078,0,Chai,31-Jan-98,AOX
5080,0,Chai,31-Jan-98,Atrazine
5081,0,Chai,31-Jan-98,Cesium
5551,0,Chai,31-Jan-98,Zinc
5552,0,Chai,31-Jan-98,Copper
5553,0,Chai,31-Jan-98,Chromium
5554,0,Chai,31-Jan-98,Lead
5555,0,Chai,31-Jan-98,Cadmium
5556,0,Chai,31-Jan-98,Mercury
5557,0,Chai,31-Jan-98,Nickel
5558,0,Chai,31-Jan-98,Arsenic
5562,0,Chai,31-Jan-98,AOX
5564,0,Chai,31-Jan-98,Atrazine
5565,0,Chai,31-Jan-98,Cesium
6029,0,Chai,31-Jan-98,Zinc
6030,0,Chai,31-Jan-98,Copper
6031,0,Chai,31-Jan-98,Chromium
6032,0,Chai,31-Jan-98,Lead
6033,0,Chai,31-Jan-98,Cadmium
6034,0,Chai,31-Jan-98,Mercury
6035,0,Chai,31-Jan-98,Nickel
6036,0,Chai,31-Jan-98,Arsenic
6040,0,Chai,31-Jan-98,AOX
6042,0,Chai,31-Jan-98,Atrazine
6043,0,Chai,31-Jan-98,Cesium
2280,15,Boonsri,15-Feb-98,Zinc
2281,5,Boonsri,15-Feb-98,Copper
2282,9,Boonsri,15-Feb-98,Chromium
2283,0,Boonsri,15-Feb-98,Lead
2284,0,Boonsri,15-Feb-98,Cadmium
2285,0,Boonsri,15-Feb-98,Mercury
2286,2,Boonsri,15-Feb-98,Nickel
2287,0,Boonsri,15-Feb-98,Arsenic
2291,0,Boonsri,15-Feb-98,AOX
2293,0,Boonsri,15-Feb-98,Atrazine
2294,0,Boonsri,15-Feb-98,Cesium
5106,0,Chai,20-Feb-98,Zinc
5107,0,Chai,20-Feb-98,Copper
5108,0,Chai,20-Feb-98,Chromium
5109,0,Chai,20-Feb-98,Lead
5110,0,Chai,20-Feb-98,Cadmium
5111,0,Chai,20-Feb-98,Mercury
5112,5,Chai,20-Feb-98,Nickel
5113,0,Chai,20-Feb-98,Arsenic
5117,0,Chai,20-Feb-98,AOX
5119,0,Chai,20-Feb-98,Atrazine
5120,0,Chai,20-Feb-98,Cesium
5590,0,Chai,20-Feb-98,Zinc
5591,0,Chai,20-Feb-98,Copper
5592,0,Chai,20-Feb-98,Chromium
5593,0,Chai,20-Feb-98,Lead
5594,0,Chai,20-Feb-98,Cadmium
5595,0,Chai,20-Feb-98,Mercury
5596,0,Chai,20-Feb-98,Nickel
5597,0,Chai,20-Feb-98,Arsenic
5601,0,Chai,20-Feb-98,AOX
5603,0,Chai,20-Feb-98,Atrazine
5604,0,Chai,20-Feb-98,Cesium
6068,0,Chai,20-Feb-98,Zinc
6069,0,Chai,20-Feb-98,Copper
6070,0,Chai,20-Feb-98,Chromium
6071,0,Chai,20-Feb-98,Lead
6072,0,Chai,20-Feb-98,Cadmium
6073,0,Chai,20-Feb-98,Mercury
6074,0,Chai,20-Feb-98,Nickel
6075,0,Chai,20-Feb-98,Arsenic
6079,0,Chai,20-Feb-98,AOX
6081,0,Chai,20-Feb-98,Atrazine
6082,0,Chai,20-Feb-98,Cesium
8350,0,Kannika,24-Feb-98,Zinc
8351,0,Kannika,24-Feb-98,Copper
8352,6,Kannika,24-Feb-98,Chromium
8353,0,Kannika,24-Feb-98,Lead
8354,0,Kannika,24-Feb-98,Cadmium
8355,0,Kannika,24-Feb-98,Mercury
8356,0,Kannika,24-Feb-98,Nickel
8357,0,Kannika,24-Feb-98,Arsenic
8361,0,Kannika,24-Feb-98,AOX
8363,0,Kannika,24-Feb-98,Atrazine
8364,0,Kannika,24-Feb-98,Cesium
8831,0,Kannika,24-Feb-98,Zinc
8832,0,Kannika,24-Feb-98,Copper
8833,6,Kannika,24-Feb-98,Chromium
8834,0,Kannika,24-Feb-98,Lead
8835,0,Kannika,24-Feb-98,Cadmium
8836,0,Kannika,24-Feb-98,Mercury
8837,0,Kannika,24-Feb-98,Nickel
8838,0,Kannika,24-Feb-98,Arsenic
8842,0,Kannika,24-Feb-98,AOX
8844,0,Kannika,24-Feb-98,Atrazine
8845,0,Kannika,24-Feb-98,Cesium
9314,0,Kannika,24-Feb-98,Zinc
9315,0,Kannika,24-Feb-98,Copper
9316,6,Kannika,24-Feb-98,Chromium
9317,0,Kannika,24-Feb-98,Lead
9318,0,Kannika,24-Feb-98,Cadmium
9319,0,Kannika,24-Feb-98,Mercury
9320,0,Kannika,24-Feb-98,Nickel
9321,0,Kannika,24-Feb-98,Arsenic
9325,0,Kannika,24-Feb-98,AOX
9327,0,Kannika,24-Feb-98,Atrazine
9328,0,Kannika,24-Feb-98,Cesium
2320,15,Boonsri,12-Mar-98,Zinc
2321,9,Boonsri,12-Mar-98,Copper
2322,6,Boonsri,12-Mar-98,Chromium
2323,0,Boonsri,12-Mar-98,Lead
2324,0,Boonsri,12-Mar-98,Cadmium
2325,0,Boonsri,12-Mar-98,Mercury
2326,3,Boonsri,12-Mar-98,Nickel
2327,0,Boonsri,12-Mar-98,Arsenic
2331,0,Boonsri,12-Mar-98,AOX
2333,0,Boonsri,12-Mar-98,Atrazine
2334,0,Boonsri,12-Mar-98,Cesium
5145,0,Chai,19-Mar-98,Zinc
5146,0,Chai,19-Mar-98,Copper
5147,0,Chai,19-Mar-98,Chromium
5148,0,Chai,19-Mar-98,Lead
5149,0,Chai,19-Mar-98,Cadmium
5150,0,Chai,19-Mar-98,Mercury
5151,5,Chai,19-Mar-98,Nickel
5152,0,Chai,19-Mar-98,Arsenic
5156,0,Chai,19-Mar-98,AOX
5158,0,Chai,19-Mar-98,Atrazine
5159,0,Chai,19-Mar-98,Cesium
5629,0,Chai,19-Mar-98,Zinc
5630,0,Chai,19-Mar-98,Copper
5631,0,Chai,19-Mar-98,Chromium
5632,0,Chai,19-Mar-98,Lead
5633,0,Chai,19-Mar-98,Cadmium
5634,0,Chai,19-Mar-98,Mercury
5635,0,Chai,19-Mar-98,Nickel
5636,0,Chai,19-Mar-98,Arsenic
5640,0,Chai,19-Mar-98,AOX
5642,0,Chai,19-Mar-98,Atrazine
5643,0,Chai,19-Mar-98,Cesium
6107,0,Chai,19-Mar-98,Zinc
6108,0,Chai,19-Mar-98,Copper
6109,0,Chai,19-Mar-98,Chromium
6110,0,Chai,19-Mar-98,Lead
6111,0,Chai,19-Mar-98,Cadmium
6112,0,Chai,19-Mar-98,Mercury
6113,0,Chai,19-Mar-98,Nickel
6114,0,Chai,19-Mar-98,Arsenic
6118,0,Chai,19-Mar-98,AOX
6120,0,Chai,19-Mar-98,Atrazine
6121,0,Chai,19-Mar-98,Cesium
8390,0,Kannika,21-Mar-98,Zinc
8391,0,Kannika,21-Mar-98,Copper
8392,10,Kannika,21-Mar-98,Chromium
8393,10,Kannika,21-Mar-98,Lead
8394,0,Kannika,21-Mar-98,Cadmium
8395,0,Kannika,21-Mar-98,Mercury
8396,30,Kannika,21-Mar-98,Nickel
8397,0,Kannika,21-Mar-98,Arsenic
8401,0,Kannika,21-Mar-98,AOX
8403,0,Kannika,21-Mar-98,Atrazine
8404,0,Kannika,21-Mar-98,Cesium
8871,0,Kannika,21-Mar-98,Zinc
8872,0,Kannika,21-Mar-98,Copper
8873,10,Kannika,21-Mar-98,Chromium
8874,10,Kannika,21-Mar-98,Lead
8875,0,Kannika,21-Mar-98,Cadmium
8876,0,Kannika,21-Mar-98,Mercury
8877,30,Kannika,21-Mar-98,Nickel
8878,0,Kannika,21-Mar-98,Arsenic
8882,0,Kannika,21-Mar-98,AOX
8884,0,Kannika,21-Mar-98,Atrazine
8885,0,Kannika,21-Mar-98,Cesium
9354,0,Kannika,21-Mar-98,Zinc
9355,0,Kannika,21-Mar-98,Copper
9356,10,Kannika,21-Mar-98,Chromium
9357,10,Kannika,21-Mar-98,Lead
9358,0,Kannika,21-Mar-98,Cadmium
9359,0,Kannika,21-Mar-98,Mercury
9360,30,Kannika,21-Mar-98,Nickel
9361,0,Kannika,21-Mar-98,Arsenic
9365,0,Kannika,21-Mar-98,AOX
9367,0,Kannika,21-Mar-98,Atrazine
9368,0,Kannika,21-Mar-98,Cesium
2360,20,Boonsri,11-Apr-98,Zinc
2361,35,Boonsri,11-Apr-98,Copper
2362,15,Boonsri,11-Apr-98,Chromium
2363,20,Boonsri,11-Apr-98,Lead
2364,0.31,Boonsri,11-Apr-98,Cadmium
2365,0,Boonsri,11-Apr-98,Mercury
2366,1,Boonsri,11-Apr-98,Nickel
2367,0,Boonsri,11-Apr-98,Arsenic
2371,0,Boonsri,11-Apr-98,AOX
2373,0,Boonsri,11-Apr-98,Atrazine
2374,0.002,Boonsri,11-Apr-98,"p,p-DDT"
2375,0,Boonsri,11-Apr-98,gamma-Hexachlorocyclohexane
2376,0,Boonsri,11-Apr-98,Cesium
2723,23,Boonsri,11-Apr-98,Zinc
2724,12,Boonsri,11-Apr-98,Copper
2725,28,Boonsri,11-Apr-98,Chromium
2726,35,Boonsri,11-Apr-98,Lead
2727,0.3,Boonsri,11-Apr-98,Cadmium
2728,0,Boonsri,11-Apr-98,Mercury
2729,8,Boonsri,11-Apr-98,Nickel
2730,0,Boonsri,11-Apr-98,Arsenic
2734,0,Boonsri,11-Apr-98,AOX
2736,0,Boonsri,11-Apr-98,Atrazine
2737,0,Boonsri,11-Apr-98,gamma-Hexachlorocyclohexane
2738,0,Boonsri,11-Apr-98,Cesium
4824,44,Kohsoom,16-Apr-98,Zinc
4825,24,Kohsoom,16-Apr-98,Copper
4826,4,Kohsoom,16-Apr-98,Chromium
4827,90,Kohsoom,16-Apr-98,Lead
4828,2.76,Kohsoom,16-Apr-98,Cadmium
4829,0,Kohsoom,16-Apr-98,Mercury
4830,25,Kohsoom,16-Apr-98,Nickel
4831,0,Kohsoom,16-Apr-98,Arsenic
4835,0,Kohsoom,16-Apr-98,AOX
4837,0,Kohsoom,16-Apr-98,Atrazine
4838,0.006,Kohsoom,16-Apr-98,"p,p-DDT"
4839,0,Kohsoom,16-Apr-98,gamma-Hexachlorocyclohexane
4840,0,Kohsoom,16-Apr-98,Cesium
5184,52,Chai,17-Apr-98,Zinc
5185,44,Chai,17-Apr-98,Copper
5186,18,Chai,17-Apr-98,Chromium
5187,30,Chai,17-Apr-98,Lead
5188,0.67,Chai,17-Apr-98,Cadmium
5189,0,Chai,17-Apr-98,Mercury
5190,5,Chai,17-Apr-98,Nickel
5191,0,Chai,17-Apr-98,Arsenic
5195,0,Chai,17-Apr-98,AOX
5197,0,Chai,17-Apr-98,Atrazine
5198,0.008,Chai,17-Apr-98,"p,p-DDT"
5199,0,Chai,17-Apr-98,gamma-Hexachlorocyclohexane
5200,0,Chai,17-Apr-98,Cesium
5668,49,Chai,17-Apr-98,Zinc
5669,37,Chai,17-Apr-98,Copper
5670,10,Chai,17-Apr-98,Chromium
5671,41,Chai,17-Apr-98,Lead
5672,0.59,Chai,17-Apr-98,Cadmium
5673,0,Chai,17-Apr-98,Mercury
5674,24,Chai,17-Apr-98,Nickel
5675,0,Chai,17-Apr-98,Arsenic
5679,0,Chai,17-Apr-98,AOX
5681,0,Chai,17-Apr-98,Atrazine
5682,0.01,Chai,17-Apr-98,"p,p-DDT"
5683,0.002,Chai,17-Apr-98,gamma-Hexachlorocyclohexane
5684,0,Chai,17-Apr-98,Cesium
6146,15,Chai,17-Apr-98,Zinc
6147,64,Chai,17-Apr-98,Copper
6148,9,Chai,17-Apr-98,Chromium
6149,55,Chai,17-Apr-98,Lead
6150,0.49,Chai,17-Apr-98,Cadmium
6151,0,Chai,17-Apr-98,Mercury
6152,9,Chai,17-Apr-98,Nickel
6153,0,Chai,17-Apr-98,Arsenic
6157,0,Chai,17-Apr-98,AOX
6159,0,Chai,17-Apr-98,Atrazine
6160,0.01,Chai,17-Apr-98,"p,p-DDT"
6161,0,Chai,17-Apr-98,gamma-Hexachlorocyclohexane
6162,0,Chai,17-Apr-98,Cesium
6508,104,Somchair,17-Apr-98,Zinc
6509,12,Somchair,17-Apr-98,Copper
6510,42,Somchair,17-Apr-98,Chromium
6511,41,Somchair,17-Apr-98,Lead
6512,1.89,Somchair,17-Apr-98,Cadmium
6513,0,Somchair,17-Apr-98,Mercury
6514,80,Somchair,17-Apr-98,Nickel
6515,0,Somchair,17-Apr-98,Arsenic
6519,0,Somchair,17-Apr-98,AOX
6521,0,Somchair,17-Apr-98,Atrazine
6522,0.002,Somchair,17-Apr-98,gamma-Hexachlorocyclohexane
6523,0,Somchair,17-Apr-98,Cesium
8430,20,Kannika,18-Apr-98,Zinc
8431,79,Kannika,18-Apr-98,Copper
8432,10,Kannika,18-Apr-98,Chromium
8433,20,Kannika,18-Apr-98,Lead
8434,0.97,Kannika,18-Apr-98,Cadmium
8435,0,Kannika,18-Apr-98,Mercury
8436,13,Kannika,18-Apr-98,Nickel
8437,0,Kannika,18-Apr-98,Arsenic
8441,0,Kannika,18-Apr-98,AOX
8443,0,Kannika,18-Apr-98,Atrazine
8444,0.01,Kannika,18-Apr-98,"p,p-DDT"
8445,0,Kannika,18-Apr-98,gamma-Hexachlorocyclohexane
8446,0,Kannika,18-Apr-98,Cesium
8911,20,Kannika,18-Apr-98,Zinc
8912,28,Kannika,18-Apr-98,Copper
8913,3,Kannika,18-Apr-98,Chromium
8914,20,Kannika,18-Apr-98,Lead
8915,0.55,Kannika,18-Apr-98,Cadmium
8916,0,Kannika,18-Apr-98,Mercury
8917,11,Kannika,18-Apr-98,Nickel
8918,0,Kannika,18-Apr-98,Arsenic
8922,0,Kannika,18-Apr-98,AOX
8924,0,Kannika,18-Apr-98,Atrazine
8925,0,Kannika,18-Apr-98,"p,p-DDT"
8926,0.004,Kannika,18-Apr-98,gamma-Hexachlorocyclohexane
8927,0,Kannika,18-Apr-98,Cesium
9394,20,Kannika,18-Apr-98,Zinc
9395,23,Kannika,18-Apr-98,Copper
9396,20,Kannika,18-Apr-98,Chromium
9397,10,Kannika,18-Apr-98,Lead
9398,0.45,Kannika,18-Apr-98,Cadmium
9399,0,Kannika,18-Apr-98,Mercury
9400,12,Kannika,18-Apr-98,Nickel
9401,0,Kannika,18-Apr-98,Arsenic
9405,0,Kannika,18-Apr-98,AOX
9407,0,Kannika,18-Apr-98,Atrazine
9408,0.01,Kannika,18-Apr-98,"p,p-DDT"
9409,0,Kannika,18-Apr-98,gamma-Hexachlorocyclohexane
9410,0,Kannika,18-Apr-98,Cesium
9883,24,Sakda,18-Apr-98,Zinc
9884,29,Sakda,18-Apr-98,Copper
9885,147,Sakda,18-Apr-98,Chromium
9886,15,Sakda,18-Apr-98,Lead
9887,0.61,Sakda,18-Apr-98,Cadmium
9888,0,Sakda,18-Apr-98,Mercury
9889,3,Sakda,18-Apr-98,Nickel
9890,0,Sakda,18-Apr-98,Arsenic
9894,0,Sakda,18-Apr-98,AOX
9896,0,Sakda,18-Apr-98,Atrazine
9897,0,Sakda,18-Apr-98,gamma-Hexachlorocyclohexane
9898,0,Sakda,18-Apr-98,Cesium
2402,24,Boonsri,9-May-98,Zinc
2403,4,Boonsri,9-May-98,Copper
2404,9,Boonsri,9-May-98,Chromium
2405,0,Boonsri,9-May-98,Lead
2406,0,Boonsri,9-May-98,Cadmium
2407,0,Boonsri,9-May-98,Mercury
2408,2,Boonsri,9-May-98,Nickel
2409,0,Boonsri,9-May-98,Arsenic
2413,0,Boonsri,9-May-98,AOX
2415,0,Boonsri,9-May-98,Atrazine
2416,0,Boonsri,9-May-98,Cesium
2764,12,Boonsri,9-May-98,Zinc
2765,9,Boonsri,9-May-98,Copper
2766,10,Boonsri,9-May-98,Chromium
2767,0,Boonsri,9-May-98,Lead
2768,0,Boonsri,9-May-98,Cadmium
2769,0,Boonsri,9-May-98,Mercury
2770,5,Boonsri,9-May-98,Nickel
2771,0,Boonsri,9-May-98,Arsenic
2775,0,Boonsri,9-May-98,AOX
2777,0,Boonsri,9-May-98,Atrazine
2778,0,Boonsri,9-May-98,Cesium
5225,0,Chai,20-May-98,Zinc
5226,0,Chai,20-May-98,Copper
5227,0,Chai,20-May-98,Chromium
5228,0,Chai,20-May-98,Lead
5229,0,Chai,20-May-98,Cadmium
5230,0,Chai,20-May-98,Mercury
5231,42,Chai,20-May-98,Nickel
5232,0,Chai,20-May-98,Arsenic
5236,0,Chai,20-May-98,AOX
5238,0,Chai,20-May-98,Atrazine
5239,0,Chai,20-May-98,"p,p-DDT"
5240,0,Chai,20-May-98,Cesium
5709,0,Chai,20-May-98,Zinc
5710,0,Chai,20-May-98,Copper
5711,0,Chai,20-May-98,Chromium
5712,0,Chai,20-May-98,Lead
5713,0,Chai,20-May-98,Cadmium
5714,0,Chai,20-May-98,Mercury
5715,42,Chai,20-May-98,Nickel
5716,0,Chai,20-May-98,Arsenic
5720,0,Chai,20-May-98,AOX
5722,0,Chai,20-May-98,Atrazine
5723,0,Chai,20-May-98,"p,p-DDT"
5724,0,Chai,20-May-98,Cesium
6187,0,Chai,20-May-98,Zinc
6188,0,Chai,20-May-98,Copper
6189,0,Chai,20-May-98,Chromium
6190,0,Chai,20-May-98,Lead
6191,0,Chai,20-May-98,Cadmium
6192,0,Chai,20-May-98,Mercury
6193,42,Chai,20-May-98,Nickel
6194,0,Chai,20-May-98,Arsenic
6198,0,Chai,20-May-98,AOX
6200,0,Chai,20-May-98,Atrazine
6201,0,Chai,20-May-98,"p,p-DDT"
6202,0,Chai,20-May-98,Cesium
8472,0,Kannika,26-May-98,Zinc
8473,10,Kannika,26-May-98,Copper
8474,20,Kannika,26-May-98,Chromium
8475,0,Kannika,26-May-98,Lead
8476,0,Kannika,26-May-98,Cadmium
8477,0,Kannika,26-May-98,Mercury
8478,42,Kannika,26-May-98,Nickel
8479,0,Kannika,26-May-98,Arsenic
8483,0,Kannika,26-May-98,AOX
8485,0,Kannika,26-May-98,Atrazine
8486,0,Kannika,26-May-98,Cesium
8953,10,Kannika,26-May-98,Zinc
8954,10,Kannika,26-May-98,Copper
8955,20,Kannika,26-May-98,Chromium
8956,0,Kannika,26-May-98,Lead
8957,0,Kannika,26-May-98,Cadmium
8958,0,Kannika,26-May-98,Mercury
8959,42,Kannika,26-May-98,Nickel
8960,0,Kannika,26-May-98,Arsenic
8964,0,Kannika,26-May-98,AOX
8966,0,Kannika,26-May-98,Atrazine
8967,0,Kannika,26-May-98,Cesium
9436,10,Kannika,26-May-98,Zinc
9437,10,Kannika,26-May-98,Copper
9438,20,Kannika,26-May-98,Chromium
9439,0,Kannika,26-May-98,Lead
9440,0,Kannika,26-May-98,Cadmium
9441,0,Kannika,26-May-98,Mercury
9442,42,Kannika,26-May-98,Nickel
9443,0,Kannika,26-May-98,Arsenic
9447,0,Kannika,26-May-98,AOX
9449,0,Kannika,26-May-98,Atrazine
9450,0,Kannika,26-May-98,Cesium
2441,40,Boonsri,6-Jun-98,Zinc
2442,11,Boonsri,6-Jun-98,Copper
2443,11,Boonsri,6-Jun-98,Chromium
2444,1,Boonsri,6-Jun-98,Lead
2445,0.5,Boonsri,6-Jun-98,Cadmium
2446,0,Boonsri,6-Jun-98,Mercury
2447,8,Boonsri,6-Jun-98,Nickel
2448,0,Boonsri,6-Jun-98,Arsenic
2452,0,Boonsri,6-Jun-98,AOX
2454,0,Boonsri,6-Jun-98,Atrazine
2455,0,Boonsri,6-Jun-98,"p,p-DDT"
2456,0.004,Boonsri,6-Jun-98,gamma-Hexachlorocyclohexane
2457,0,Boonsri,6-Jun-98,Cesium
2803,7,Boonsri,6-Jun-98,Zinc
2804,12,Boonsri,6-Jun-98,Copper
2805,10,Boonsri,6-Jun-98,Chromium
2806,4,Boonsri,6-Jun-98,Lead
2807,0.35,Boonsri,6-Jun-98,Cadmium
2808,0,Boonsri,6-Jun-98,Mercury
2809,14,Boonsri,6-Jun-98,Nickel
2810,0,Boonsri,6-Jun-98,Arsenic
2814,0,Boonsri,6-Jun-98,AOX
2816,0,Boonsri,6-Jun-98,Atrazine
2817,0,Boonsri,6-Jun-98,"p,p-DDT"
2818,0.006,Boonsri,6-Jun-98,gamma-Hexachlorocyclohexane
2819,0,Boonsri,6-Jun-98,Cesium
4866,337,Kohsoom,27-Jun-98,Zinc
4867,12,Kohsoom,27-Jun-98,Copper
4868,12,Kohsoom,27-Jun-98,Chromium
4869,34,Kohsoom,27-Jun-98,Lead
4870,45.6,Kohsoom,27-Jun-98,Cadmium
4871,0,Kohsoom,27-Jun-98,Mercury
4872,43,Kohsoom,27-Jun-98,Nickel
4873,0,Kohsoom,27-Jun-98,Arsenic
4877,0,Kohsoom,27-Jun-98,AOX
4879,0,Kohsoom,27-Jun-98,Atrazine
4880,0,Kohsoom,27-Jun-98,"p,p-DDT"
4881,0.002,Kohsoom,27-Jun-98,gamma-Hexachlorocyclohexane
4882,0,Kohsoom,27-Jun-98,Cesium
5265,56,Chai,28-Jun-98,Zinc
5266,11,Chai,28-Jun-98,Copper
5267,13,Chai,28-Jun-98,Chromium
5268,20,Chai,28-Jun-98,Lead
5269,0.8,Chai,28-Jun-98,Cadmium
5270,0,Chai,28-Jun-98,Mercury
5271,51,Chai,28-Jun-98,Nickel
5272,0,Chai,28-Jun-98,Arsenic
5276,0,Chai,28-Jun-98,AOX
5278,0,Chai,28-Jun-98,Atrazine
5279,0.006,Chai,28-Jun-98,gamma-Hexachlorocyclohexane
5280,0,Chai,28-Jun-98,Cesium
5749,49,Chai,28-Jun-98,Zinc
5750,10,Chai,28-Jun-98,Copper
5751,19,Chai,28-Jun-98,Chromium
5752,11,Chai,28-Jun-98,Lead
5753,0.4,Chai,28-Jun-98,Cadmium
5754,0,Chai,28-Jun-98,Mercury
5755,32,Chai,28-Jun-98,Nickel
5756,0,Chai,28-Jun-98,Arsenic
5760,0,Chai,28-Jun-98,AOX
5762,0,Chai,28-Jun-98,Atrazine
5763,0.004,Chai,28-Jun-98,gamma-Hexachlorocyclohexane
5764,0,Chai,28-Jun-98,Cesium
6227,29,Chai,28-Jun-98,Zinc
6228,10,Chai,28-Jun-98,Copper
6229,15,Chai,28-Jun-98,Chromium
6230,1,Chai,28-Jun-98,Lead
6231,0.45,Chai,28-Jun-98,Cadmium
6232,0,Chai,28-Jun-98,Mercury
6233,41,Chai,28-Jun-98,Nickel
6234,0,Chai,28-Jun-98,Arsenic
6238,0,Chai,28-Jun-98,AOX
6240,0,Chai,28-Jun-98,Atrazine
6241,0.004,Chai,28-Jun-98,gamma-Hexachlorocyclohexane
6242,0,Chai,28-Jun-98,Cesium
6549,121,Somchair,29-Jun-98,Zinc
6550,10,Somchair,29-Jun-98,Copper
6551,21,Somchair,29-Jun-98,Chromium
6552,10,Somchair,29-Jun-98,Lead
6553,3.59,Somchair,29-Jun-98,Cadmium
6554,0,Somchair,29-Jun-98,Mercury
6555,10,Somchair,29-Jun-98,Nickel
6556,0,Somchair,29-Jun-98,Arsenic
6560,0,Somchair,29-Jun-98,AOX
6562,0,Somchair,29-Jun-98,Atrazine
6563,0.002,Somchair,29-Jun-98,gamma-Hexachlorocyclohexane
6564,0,Somchair,29-Jun-98,Cesium
8512,40,Kannika,29-Jun-98,Zinc
8513,11,Kannika,29-Jun-98,Copper
8514,10,Kannika,29-Jun-98,Chromium
8515,10,Kannika,29-Jun-98,Lead
8516,0.9,Kannika,29-Jun-98,Cadmium
8517,0,Kannika,29-Jun-98,Mercury
8518,27,Kannika,29-Jun-98,Nickel
8519,0,Kannika,29-Jun-98,Arsenic
8523,0,Kannika,29-Jun-98,AOX
8525,0,Kannika,29-Jun-98,Atrazine
8526,0.006,Kannika,29-Jun-98,gamma-Hexachlorocyclohexane
8527,0,Kannika,29-Jun-98,Cesium
8993,10,Kannika,29-Jun-98,Zinc
8994,12,Kannika,29-Jun-98,Copper
8995,10,Kannika,29-Jun-98,Chromium
8996,10,Kannika,29-Jun-98,Lead
8997,0.5,Kannika,29-Jun-98,Cadmium
8998,0,Kannika,29-Jun-98,Mercury
8999,31,Kannika,29-Jun-98,Nickel
9000,0,Kannika,29-Jun-98,Arsenic
9004,0,Kannika,29-Jun-98,AOX
9006,0,Kannika,29-Jun-98,Atrazine
9007,0.004,Kannika,29-Jun-98,gamma-Hexachlorocyclohexane
9008,0,Kannika,29-Jun-98,Cesium
9476,10,Kannika,29-Jun-98,Zinc
9477,11,Kannika,29-Jun-98,Copper
9478,10,Kannika,29-Jun-98,Chromium
9479,10,Kannika,29-Jun-98,Lead
9480,0.55,Kannika,29-Jun-98,Cadmium
9481,0,Kannika,29-Jun-98,Mercury
9482,51,Kannika,29-Jun-98,Nickel
9483,0,Kannika,29-Jun-98,Arsenic
9487,0,Kannika,29-Jun-98,AOX
9489,0,Kannika,29-Jun-98,Atrazine
9490,0.002,Kannika,29-Jun-98,gamma-Hexachlorocyclohexane
9491,0,Kannika,29-Jun-98,Cesium
9924,17,Sakda,30-Jun-98,Zinc
9925,11,Sakda,30-Jun-98,Copper
9926,10,Sakda,30-Jun-98,Chromium
9927,1,Sakda,30-Jun-98,Lead
9928,0.35,Sakda,30-Jun-98,Cadmium
9929,0,Sakda,30-Jun-98,Mercury
9930,9,Sakda,30-Jun-98,Nickel
9931,0,Sakda,30-Jun-98,Arsenic
9935,0,Sakda,30-Jun-98,AOX
9937,0,Sakda,30-Jun-98,Atrazine
9938,0,Sakda,30-Jun-98,"p,p-DDT"
9939,0.004,Sakda,30-Jun-98,gamma-Hexachlorocyclohexane
9940,0,Sakda,30-Jun-98,Cesium
2483,18,Boonsri,11-Jul-98,Zinc
