id,value,location,sample date,measure
5546,14.6,Chai,31-Jan-98,Magnesium
6024,15.2,Chai,31-Jan-98,Magnesium
5066,0,Chai,31-Jan-98,Manganese
5550,0,Chai,31-Jan-98,Manganese
6028,0,Chai,31-Jan-98,Manganese
5056,1.31,Chai,31-Jan-98,Nitrates
5540,1.3,Chai,31-Jan-98,Nitrates
6018,1.37,Chai,31-Jan-98,Nitrates
5055,0.03,Chai,31-Jan-98,Nitrites
5539,0.02,Chai,31-Jan-98,Nitrites
6017,0.03,Chai,31-Jan-98,Nitrites
5057,0.04,Chai,31-Jan-98,Orthophosphate-phosphorus
5541,0.06,Chai,31-Jan-98,Orthophosphate-phosphorus
6019,0.04,Chai,31-Jan-98,Orthophosphate-phosphorus
5060,4.1,Chai,31-Jan-98,Potassium
5544,4,Chai,31-Jan-98,Potassium
6022,4.7,Chai,31-Jan-98,Potassium
5059,25.3,Chai,31-Jan-98,Sodium
5543,26.2,Chai,31-Jan-98,Sodium
6021,25.8,Chai,31-Jan-98,Sodium
5064,59.8,Chai,31-Jan-98,Sulphates
5548,55.6,Chai,31-Jan-98,Sulphates
6026,59.2,Chai,31-Jan-98,Sulphates
5085,0,Chai,31-Jan-98,Total coliforms
5569,0,Chai,31-Jan-98,Total coliforms
6047,0,Chai,31-Jan-98,Total coliforms
5058,0.08,Chai,31-Jan-98,Total phosphorus
5542,0.1,Chai,31-Jan-98,Total phosphorus
6020,0.08,Chai,31-Jan-98,Total phosphorus
2267,0.14,Boonsri,15-Feb-98,Ammonium
2288,3.8,Boonsri,15-Feb-98,Biochemical Oxygen
2274,56,Boonsri,15-Feb-98,Calcium
2289,13.4,Boonsri,15-Feb-98,Chemical Oxygen Demand (Cr)
2290,4.7,Boonsri,15-Feb-98,Chemical Oxygen Demand (Mn)
2276,24.1,Boonsri,15-Feb-98,Chlorides
2263,11.5,Boonsri,15-Feb-98,Dissolved oxygen
2299,0,Boonsri,15-Feb-98,Fecal coliforms
2278,2.84,Boonsri,15-Feb-98,Iron
2296,0,Boonsri,15-Feb-98,Macrozoobenthos
2275,24.2,Boonsri,15-Feb-98,Magnesium
2279,0.02,Boonsri,15-Feb-98,Manganese
2269,2.5,Boonsri,15-Feb-98,Nitrates
2268,0.03,Boonsri,15-Feb-98,Nitrites
2270,0.02,Boonsri,15-Feb-98,Orthophosphate-phosphorus
2273,3.2,Boonsri,15-Feb-98,Potassium
2272,13.6,Boonsri,15-Feb-98,Sodium
2277,49.8,Boonsri,15-Feb-98,Sulphates
2298,0.84,Boonsri,15-Feb-98,Total coliforms
2271,0.06,Boonsri,15-Feb-98,Total phosphorus
5093,0.77,Chai,20-Feb-98,Ammonium
5577,0.6,Chai,20-Feb-98,Ammonium
6055,0.32,Chai,20-Feb-98,Ammonium
5114,3.3,Chai,20-Feb-98,Biochemical Oxygen
5598,3.5,Chai,20-Feb-98,Biochemical Oxygen
6076,2.1,Chai,20-Feb-98,Biochemical Oxygen
5100,62.87,Chai,20-Feb-98,Calcium
5584,62.02,Chai,20-Feb-98,Calcium
6062,62.87,Chai,20-Feb-98,Calcium
5115,9.1,Chai,20-Feb-98,Chemical Oxygen Demand (Cr)
5599,9.1,Chai,20-Feb-98,Chemical Oxygen Demand (Cr)
6077,8.9,Chai,20-Feb-98,Chemical Oxygen Demand (Cr)
5116,10.07,Chai,20-Feb-98,Chemical Oxygen Demand (Mn)
5600,10.07,Chai,20-Feb-98,Chemical Oxygen Demand (Mn)
6078,9.4,Chai,20-Feb-98,Chemical Oxygen Demand (Mn)
5102,41.74,Chai,20-Feb-98,Chlorides
5586,44.79,Chai,20-Feb-98,Chlorides
6064,41.31,Chai,20-Feb-98,Chlorides
5090,8.04,Chai,20-Feb-98,Dissolved oxygen
5574,8.5,Chai,20-Feb-98,Dissolved oxygen
6052,8.84,Chai,20-Feb-98,Dissolved oxygen
5125,0,Chai,20-Feb-98,Fecal coliforms
5609,0,Chai,20-Feb-98,Fecal coliforms
6087,0,Chai,20-Feb-98,Fecal coliforms
5104,0.1,Chai,20-Feb-98,Iron
5588,0.1,Chai,20-Feb-98,Iron
6066,0.11,Chai,20-Feb-98,Iron
5122,0,Chai,20-Feb-98,Macrozoobenthos
5606,0,Chai,20-Feb-98,Macrozoobenthos
6084,0,Chai,20-Feb-98,Macrozoobenthos
5101,21.63,Chai,20-Feb-98,Magnesium
5585,22.82,Chai,20-Feb-98,Magnesium
6063,24.42,Chai,20-Feb-98,Magnesium
5105,0,Chai,20-Feb-98,Manganese
5589,0,Chai,20-Feb-98,Manganese
6067,0,Chai,20-Feb-98,Manganese
5095,1.87,Chai,20-Feb-98,Nitrates
5579,2.03,Chai,20-Feb-98,Nitrates
6057,1.71,Chai,20-Feb-98,Nitrates
5094,0.02,Chai,20-Feb-98,Nitrites
5578,0.02,Chai,20-Feb-98,Nitrites
6056,0.02,Chai,20-Feb-98,Nitrites
5096,0.06,Chai,20-Feb-98,Orthophosphate-phosphorus
5580,0.06,Chai,20-Feb-98,Orthophosphate-phosphorus
6058,0.04,Chai,20-Feb-98,Orthophosphate-phosphorus
5099,4.8,Chai,20-Feb-98,Potassium
5583,4.2,Chai,20-Feb-98,Potassium
6061,4,Chai,20-Feb-98,Potassium
5098,25,Chai,20-Feb-98,Sodium
5582,23,Chai,20-Feb-98,Sodium
6060,20,Chai,20-Feb-98,Sodium
5103,61.44,Chai,20-Feb-98,Sulphates
5587,60.1,Chai,20-Feb-98,Sulphates
6065,61.3,Chai,20-Feb-98,Sulphates
5124,0,Chai,20-Feb-98,Total coliforms
5608,0,Chai,20-Feb-98,Total coliforms
6086,0,Chai,20-Feb-98,Total coliforms
5097,0.12,Chai,20-Feb-98,Total phosphorus
5581,0.1,Chai,20-Feb-98,Total phosphorus
6059,0.12,Chai,20-Feb-98,Total phosphorus
8337,0.14,Kannika,24-Feb-98,Ammonium
8818,0.13,Kannika,24-Feb-98,Ammonium
9301,0.14,Kannika,24-Feb-98,Ammonium
8358,2.5,Kannika,24-Feb-98,Biochemical Oxygen
8839,2.8,Kannika,24-Feb-98,Biochemical Oxygen
9322,2.8,Kannika,24-Feb-98,Biochemical Oxygen
8344,52.3,Kannika,24-Feb-98,Calcium
8825,52.3,Kannika,24-Feb-98,Calcium
9308,52.3,Kannika,24-Feb-98,Calcium
8359,11.2,Kannika,24-Feb-98,Chemical Oxygen Demand (Cr)
8840,10.9,Kannika,24-Feb-98,Chemical Oxygen Demand (Cr)
9323,11.1,Kannika,24-Feb-98,Chemical Oxygen Demand (Cr)
8360,3.7,Kannika,24-Feb-98,Chemical Oxygen Demand (Mn)
8841,3.7,Kannika,24-Feb-98,Chemical Oxygen Demand (Mn)
9324,4,Kannika,24-Feb-98,Chemical Oxygen Demand (Mn)
8346,28.1,Kannika,24-Feb-98,Chlorides
8827,28.4,Kannika,24-Feb-98,Chlorides
9310,28.1,Kannika,24-Feb-98,Chlorides
8333,10.4,Kannika,24-Feb-98,Dissolved oxygen
8814,10.4,Kannika,24-Feb-98,Dissolved oxygen
9297,10.4,Kannika,24-Feb-98,Dissolved oxygen
8369,0,Kannika,24-Feb-98,Fecal coliforms
8850,0,Kannika,24-Feb-98,Fecal coliforms
9333,0,Kannika,24-Feb-98,Fecal coliforms
8348,0.8,Kannika,24-Feb-98,Iron
8829,0.08,Kannika,24-Feb-98,Iron
9312,0.07,Kannika,24-Feb-98,Iron
8366,0,Kannika,24-Feb-98,Macrozoobenthos
8847,0,Kannika,24-Feb-98,Macrozoobenthos
9330,0,Kannika,24-Feb-98,Macrozoobenthos
8345,11.9,Kannika,24-Feb-98,Magnesium
8826,11.9,Kannika,24-Feb-98,Magnesium
9309,11.9,Kannika,24-Feb-98,Magnesium
8349,0,Kannika,24-Feb-98,Manganese
8830,0,Kannika,24-Feb-98,Manganese
9313,0,Kannika,24-Feb-98,Manganese
8339,2.24,Kannika,24-Feb-98,Nitrates
8820,2.16,Kannika,24-Feb-98,Nitrates
9303,2.13,Kannika,24-Feb-98,Nitrates
8338,0.05,Kannika,24-Feb-98,Nitrites
8819,0.05,Kannika,24-Feb-98,Nitrites
9302,0.04,Kannika,24-Feb-98,Nitrites
8340,0.07,Kannika,24-Feb-98,Orthophosphate-phosphorus
8821,0.07,Kannika,24-Feb-98,Orthophosphate-phosphorus
9304,0.07,Kannika,24-Feb-98,Orthophosphate-phosphorus
8343,2.8,Kannika,24-Feb-98,Potassium
8824,2.8,Kannika,24-Feb-98,Potassium
9307,2.8,Kannika,24-Feb-98,Potassium
8342,20.4,Kannika,24-Feb-98,Sodium
8823,19.5,Kannika,24-Feb-98,Sodium
9306,20.4,Kannika,24-Feb-98,Sodium
8347,34.5,Kannika,24-Feb-98,Sulphates
8828,32.5,Kannika,24-Feb-98,Sulphates
9311,35.5,Kannika,24-Feb-98,Sulphates
8368,0,Kannika,24-Feb-98,Total coliforms
8849,0,Kannika,24-Feb-98,Total coliforms
9332,0,Kannika,24-Feb-98,Total coliforms
8341,0.1,Kannika,24-Feb-98,Total phosphorus
8822,0.1,Kannika,24-Feb-98,Total phosphorus
9305,0.11,Kannika,24-Feb-98,Total phosphorus
2307,0.2,Boonsri,12-Mar-98,Ammonium
2328,3.3,Boonsri,12-Mar-98,Biochemical Oxygen
2314,68,Boonsri,12-Mar-98,Calcium
2329,13.1,Boonsri,12-Mar-98,Chemical Oxygen Demand (Cr)
2330,4.9,Boonsri,12-Mar-98,Chemical Oxygen Demand (Mn)
2316,27.7,Boonsri,12-Mar-98,Chlorides
2303,11,Boonsri,12-Mar-98,Dissolved oxygen
2339,0,Boonsri,12-Mar-98,Fecal coliforms
2318,4.57,Boonsri,12-Mar-98,Iron
2336,2.02,Boonsri,12-Mar-98,Macrozoobenthos
2315,21.7,Boonsri,12-Mar-98,Magnesium
2319,0.01,Boonsri,12-Mar-98,Manganese
2309,1.9,Boonsri,12-Mar-98,Nitrates
2308,0.03,Boonsri,12-Mar-98,Nitrites
2310,0.05,Boonsri,12-Mar-98,Orthophosphate-phosphorus
2313,3.7,Boonsri,12-Mar-98,Potassium
2312,13.5,Boonsri,12-Mar-98,Sodium
2317,46.5,Boonsri,12-Mar-98,Sulphates
2338,1.4,Boonsri,12-Mar-98,Total coliforms
2311,0.08,Boonsri,12-Mar-98,Total phosphorus
5132,1.78,Chai,19-Mar-98,Ammonium
5616,1.11,Chai,19-Mar-98,Ammonium
6094,0.63,Chai,19-Mar-98,Ammonium
5153,3.2,Chai,19-Mar-98,Biochemical Oxygen
5637,3.1,Chai,19-Mar-98,Biochemical Oxygen
6115,2.3,Chai,19-Mar-98,Biochemical Oxygen
5139,53.35,Chai,19-Mar-98,Calcium
5623,59.02,Chai,19-Mar-98,Calcium
6101,52.91,Chai,19-Mar-98,Calcium
5154,10.1,Chai,19-Mar-98,Chemical Oxygen Demand (Cr)
5638,9.6,Chai,19-Mar-98,Chemical Oxygen Demand (Cr)
6116,9.2,Chai,19-Mar-98,Chemical Oxygen Demand (Cr)
5155,8.05,Chai,19-Mar-98,Chemical Oxygen Demand (Mn)
5639,10.07,Chai,19-Mar-98,Chemical Oxygen Demand (Mn)
6117,10.07,Chai,19-Mar-98,Chemical Oxygen Demand (Mn)
5141,42.08,Chai,19-Mar-98,Chlorides
5625,37.53,Chai,19-Mar-98,Chlorides
6103,39.8,Chai,19-Mar-98,Chlorides
5129,8.25,Chai,19-Mar-98,Dissolved oxygen
5613,8.38,Chai,19-Mar-98,Dissolved oxygen
6091,8.31,Chai,19-Mar-98,Dissolved oxygen
5164,0,Chai,19-Mar-98,Fecal coliforms
5648,0,Chai,19-Mar-98,Fecal coliforms
6126,0,Chai,19-Mar-98,Fecal coliforms
5143,0.11,Chai,19-Mar-98,Iron
5627,0.09,Chai,19-Mar-98,Iron
6105,0.11,Chai,19-Mar-98,Iron
5161,2.01,Chai,19-Mar-98,Macrozoobenthos
5645,0,Chai,19-Mar-98,Macrozoobenthos
6123,0,Chai,19-Mar-98,Macrozoobenthos
5140,20.05,Chai,19-Mar-98,Magnesium
5624,20.94,Chai,19-Mar-98,Magnesium
6102,19.86,Chai,19-Mar-98,Magnesium
5144,0,Chai,19-Mar-98,Manganese
5628,0,Chai,19-Mar-98,Manganese
6106,0,Chai,19-Mar-98,Manganese
5134,1.76,Chai,19-Mar-98,Nitrates
5618,1.72,Chai,19-Mar-98,Nitrates
6096,1.68,Chai,19-Mar-98,Nitrates
5133,0.01,Chai,19-Mar-98,Nitrites
5617,0.01,Chai,19-Mar-98,Nitrites
6095,0.01,Chai,19-Mar-98,Nitrites
5135,0.06,Chai,19-Mar-98,Orthophosphate-phosphorus
5619,0.04,Chai,19-Mar-98,Orthophosphate-phosphorus
6097,0.04,Chai,19-Mar-98,Orthophosphate-phosphorus
5138,4,Chai,19-Mar-98,Potassium
5622,4,Chai,19-Mar-98,Potassium
6100,3.9,Chai,19-Mar-98,Potassium
5137,26.5,Chai,19-Mar-98,Sodium
5621,24,Chai,19-Mar-98,Sodium
6099,22,Chai,19-Mar-98,Sodium
5142,62.5,Chai,19-Mar-98,Sulphates
5626,59.2,Chai,19-Mar-98,Sulphates
6104,56.4,Chai,19-Mar-98,Sulphates
5163,0,Chai,19-Mar-98,Total coliforms
5647,0,Chai,19-Mar-98,Total coliforms
6125,0,Chai,19-Mar-98,Total coliforms
5136,0.15,Chai,19-Mar-98,Total phosphorus
5620,0.13,Chai,19-Mar-98,Total phosphorus
6098,0.13,Chai,19-Mar-98,Total phosphorus
8377,0.23,Kannika,21-Mar-98,Ammonium
8858,0.27,Kannika,21-Mar-98,Ammonium
9341,0.21,Kannika,21-Mar-98,Ammonium
8398,2.8,Kannika,21-Mar-98,Biochemical Oxygen
8879,2,Kannika,21-Mar-98,Biochemical Oxygen
9362,3.1,Kannika,21-Mar-98,Biochemical Oxygen
8384,63.84,Kannika,21-Mar-98,Calcium
8865,63.1,Kannika,21-Mar-98,Calcium
9348,63.1,Kannika,21-Mar-98,Calcium
8399,10.8,Kannika,21-Mar-98,Chemical Oxygen Demand (Cr)
8880,11.7,Kannika,21-Mar-98,Chemical Oxygen Demand (Cr)
9363,11.2,Kannika,21-Mar-98,Chemical Oxygen Demand (Cr)
8400,4,Kannika,21-Mar-98,Chemical Oxygen Demand (Mn)
8881,3.3,Kannika,21-Mar-98,Chemical Oxygen Demand (Mn)
9364,3.8,Kannika,21-Mar-98,Chemical Oxygen Demand (Mn)
8386,34.39,Kannika,21-Mar-98,Chlorides
8867,34.7,Kannika,21-Mar-98,Chlorides
9350,34,Kannika,21-Mar-98,Chlorides
8373,11.02,Kannika,21-Mar-98,Dissolved oxygen
8854,9.9,Kannika,21-Mar-98,Dissolved oxygen
9337,11,Kannika,21-Mar-98,Dissolved oxygen
8409,0,Kannika,21-Mar-98,Fecal coliforms
8890,0,Kannika,21-Mar-98,Fecal coliforms
9373,0,Kannika,21-Mar-98,Fecal coliforms
8388,0.1,Kannika,21-Mar-98,Iron
8869,0.1,Kannika,21-Mar-98,Iron
9352,0.1,Kannika,21-Mar-98,Iron
8406,0,Kannika,21-Mar-98,Macrozoobenthos
8887,0,Kannika,21-Mar-98,Macrozoobenthos
9370,0,Kannika,21-Mar-98,Macrozoobenthos
8385,14.73,Kannika,21-Mar-98,Magnesium
8866,14.7,Kannika,21-Mar-98,Magnesium
9349,15.2,Kannika,21-Mar-98,Magnesium
8389,0.1,Kannika,21-Mar-98,Manganese
8870,0.08,Kannika,21-Mar-98,Manganese
9353,0,Kannika,21-Mar-98,Manganese
8379,1.7,Kannika,21-Mar-98,Nitrates
8860,1.68,Kannika,21-Mar-98,Nitrates
9343,1.71,Kannika,21-Mar-98,Nitrates
8378,0.03,Kannika,21-Mar-98,Nitrites
8859,0.03,Kannika,21-Mar-98,Nitrites
9342,0.03,Kannika,21-Mar-98,Nitrites
8380,0.05,Kannika,21-Mar-98,Orthophosphate-phosphorus
8861,0.08,Kannika,21-Mar-98,Orthophosphate-phosphorus
9344,0.05,Kannika,21-Mar-98,Orthophosphate-phosphorus
8383,2.9,Kannika,21-Mar-98,Potassium
8864,2.8,Kannika,21-Mar-98,Potassium
9347,2.8,Kannika,21-Mar-98,Potassium
8382,24.2,Kannika,21-Mar-98,Sodium
8863,24.18,Kannika,21-Mar-98,Sodium
9346,24.9,Kannika,21-Mar-98,Sodium
8387,46.11,Kannika,21-Mar-98,Sulphates
8868,46.6,Kannika,21-Mar-98,Sulphates
9351,45.6,Kannika,21-Mar-98,Sulphates
8408,0,Kannika,21-Mar-98,Total coliforms
8889,0,Kannika,21-Mar-98,Total coliforms
9372,0,Kannika,21-Mar-98,Total coliforms
8381,0.09,Kannika,21-Mar-98,Total phosphorus
8862,0.11,Kannika,21-Mar-98,Total phosphorus
9345,0.1,Kannika,21-Mar-98,Total phosphorus
2347,0.12,Boonsri,11-Apr-98,Ammonium
2710,0.14,Boonsri,11-Apr-98,Ammonium
2368,1.8,Boonsri,11-Apr-98,Biochemical Oxygen
2731,1.7,Boonsri,11-Apr-98,Biochemical Oxygen
2354,51,Boonsri,11-Apr-98,Calcium
2717,50,Boonsri,11-Apr-98,Calcium
2369,10.8,Boonsri,11-Apr-98,Chemical Oxygen Demand (Cr)
2732,9.9,Boonsri,11-Apr-98,Chemical Oxygen Demand (Cr)
2370,4,Boonsri,11-Apr-98,Chemical Oxygen Demand (Mn)
2733,3.9,Boonsri,11-Apr-98,Chemical Oxygen Demand (Mn)
2356,22,Boonsri,11-Apr-98,Chlorides
2719,21,Boonsri,11-Apr-98,Chlorides
2343,8.4,Boonsri,11-Apr-98,Dissolved oxygen
2706,8.5,Boonsri,11-Apr-98,Dissolved oxygen
2381,0,Boonsri,11-Apr-98,Fecal coliforms
2743,0,Boonsri,11-Apr-98,Fecal coliforms
2358,0.85,Boonsri,11-Apr-98,Iron
2721,1.24,Boonsri,11-Apr-98,Iron
2378,2.09,Boonsri,11-Apr-98,Macrozoobenthos
2740,0,Boonsri,11-Apr-98,Macrozoobenthos
2355,13.8,Boonsri,11-Apr-98,Magnesium
2718,13.8,Boonsri,11-Apr-98,Magnesium
2359,0.01,Boonsri,11-Apr-98,Manganese
2722,0.01,Boonsri,11-Apr-98,Manganese
2349,2.6,Boonsri,11-Apr-98,Nitrates
2712,2.54,Boonsri,11-Apr-98,Nitrates
2348,0.06,Boonsri,11-Apr-98,Nitrites
2711,0.05,Boonsri,11-Apr-98,Nitrites
2350,0.05,Boonsri,11-Apr-98,Orthophosphate-phosphorus
2713,0.04,Boonsri,11-Apr-98,Orthophosphate-phosphorus
2353,3.4,Boonsri,11-Apr-98,Potassium
2716,3.4,Boonsri,11-Apr-98,Potassium
2352,14.1,Boonsri,11-Apr-98,Sodium
2715,13.4,Boonsri,11-Apr-98,Sodium
2357,48,Boonsri,11-Apr-98,Sulphates
2720,47,Boonsri,11-Apr-98,Sulphates
2380,0,Boonsri,11-Apr-98,Total coliforms
2742,0,Boonsri,11-Apr-98,Total coliforms
2351,0.09,Boonsri,11-Apr-98,Total phosphorus
2714,0.08,Boonsri,11-Apr-98,Total phosphorus
4811,14.2,Kohsoom,16-Apr-98,Ammonium
4832,32.4,Kohsoom,16-Apr-98,Biochemical Oxygen
4818,62,Kohsoom,16-Apr-98,Calcium
4833,0,Kohsoom,16-Apr-98,Chemical Oxygen Demand (Cr)
4834,11.2,Kohsoom,16-Apr-98,Chemical Oxygen Demand (Mn)
4820,75.1,Kohsoom,16-Apr-98,Chlorides
4807,3.6,Kohsoom,16-Apr-98,Dissolved oxygen
4845,0,Kohsoom,16-Apr-98,Fecal coliforms
4822,0.01,Kohsoom,16-Apr-98,Iron
4842,0,Kohsoom,16-Apr-98,Macrozoobenthos
4819,21,Kohsoom,16-Apr-98,Magnesium
4823,0.004,Kohsoom,16-Apr-98,Manganese
4813,0.93,Kohsoom,16-Apr-98,Nitrates
4812,0.02,Kohsoom,16-Apr-98,Nitrites
4814,0.25,Kohsoom,16-Apr-98,Orthophosphate-phosphorus
4817,5.4,Kohsoom,16-Apr-98,Potassium
4816,50,Kohsoom,16-Apr-98,Sodium
4821,69,Kohsoom,16-Apr-98,Sulphates
4844,0,Kohsoom,16-Apr-98,Total coliforms
4815,0.48,Kohsoom,16-Apr-98,Total phosphorus
5171,0.16,Chai,17-Apr-98,Ammonium
5655,0.12,Chai,17-Apr-98,Ammonium
6133,0.16,Chai,17-Apr-98,Ammonium
6495,1.52,Somchair,17-Apr-98,Ammonium
5192,2.4,Chai,17-Apr-98,Biochemical Oxygen
5676,2,Chai,17-Apr-98,Biochemical Oxygen
6154,2.2,Chai,17-Apr-98,Biochemical Oxygen
6516,4.8,Somchair,17-Apr-98,Biochemical Oxygen
5178,54,Chai,17-Apr-98,Calcium
5662,55,Chai,17-Apr-98,Calcium
6140,53,Chai,17-Apr-98,Calcium
6502,69,Somchair,17-Apr-98,Calcium
5193,13.7,Chai,17-Apr-98,Chemical Oxygen Demand (Cr)
5677,12.3,Chai,17-Apr-98,Chemical Oxygen Demand (Cr)
6155,14.7,Chai,17-Apr-98,Chemical Oxygen Demand (Cr)
6517,0,Somchair,17-Apr-98,Chemical Oxygen Demand (Cr)
5194,4.1,Chai,17-Apr-98,Chemical Oxygen Demand (Mn)
5678,4,Chai,17-Apr-98,Chemical Oxygen Demand (Mn)
6156,4.2,Chai,17-Apr-98,Chemical Oxygen Demand (Mn)
6518,6.9,Somchair,17-Apr-98,Chemical Oxygen Demand (Mn)
5180,22,Chai,17-Apr-98,Chlorides
5664,22,Chai,17-Apr-98,Chlorides
6142,22.7,Chai,17-Apr-98,Chlorides
